Ship,BuildingYear,BuildingYard,Owner,Operator,Length,Breadth,Draft,GT,Mashinery,Flag,Notes
'M/F Venezia','2004 ','C.N. "Visentini" di Visentini Francesco & C. Italy (#210)','Grimaldi Euromed Spa.','Grimaldi Lines','186,0 m','25,6 m','6,5 m','26.400','2 * MAN B&W 9L48/60','Italy','-'
'M/F Zeus Palace','2001 / 2005','Samsung Heavy Industries, South Korea (#1279)','Grimaldi Euromed Spa.','Grimaldi Lines','212,0 m','25,0 m','6,6 m','26.995 / 31.730','4 * Wärtsilä 12V46C','Italy','-'
'M/F Egense','1955 ','Lidingöverken, Sweden (#20)','Hals-Egense Færgefart I/S','Hals-Egense Færgefart','28,10 m','8,0 m','2,62 m','103','2 * Volvo Penta D9 (2007-)','Denmark','-'
'M/F Hals-Egense','1961 ','Aalborg Skibsværft, Denmark (#134)','Hals-Egense Færgefart I/S','Hals-Egense Færgefart','26,9 m','7,2 m','2,13 m','109','2 * Volvo Penta D12 (2006-)','Denmark','-'
'M/F Drotten','2003 ','Guangzhou Shipyard International Co. Ltd, China (#30005)','Gotland Rederi AB','Hansa Destinations','195,8 m','25,0 m','6,6 m','29.746','4 * Wärtsilä 12V46C','Sweden','-'
'M/F Bitten Clausen','2001 ','Assens Skibsværft A/S, Denmark (#324)','Sønderborg Kommune','Hardeshøj-Ballebro Færgefart','40,30 m','13,0 m','2,35 m','445','2 * Scania DI 12','Denmark','-'
'M/F Ariadne','1996 / 2007','Mitsubishi H.I., Japan (#1020)','Hellenic Seaways','Hellenic Seaways','195,95 m','27,0 m','6,7 m','13.597 / 30.882','2 * N.K.K-Pielstick 14PC4-2V','Greece','-'
'M/F Artemis','1997 ','Salamis Shipyards S.A., Greece ','Hellenic Seaways','Hellenic Seaways','89,76 m','14,0 m','3,5 m','1.612','2 * Alpha-B&W 16V28L-VO','Greece','-'
'M/F Express Skiathos','1996 ','Vernicos Shipyard, Perama, Greece (#1)','Hellenic Seaways','Hellenic Seaways','77,87 m','22,0 m','4,5 m','1.996','2 * Mirrlees 16MB275','Greece','-'
'HSC Hellenic Highspeed','1997 ','Fincantieri, Italy (#6000)','Helcat Lines SA','Hellenic Seaways','100,0 m','17,1 m','2,75 m','4.462','4 * Ruston 20RK270','Greece','-'
'HSC Highspeed 4','2000 ','Austal ships, Australia (#97)','Hellenic Seaways','Hellenic Seaways','92,6 m','24,0 m','3,76 m','6.333 / 6.274','4 * Caterpillar 3618','Greece','-'
'M/F Nissos Rodos','1987 / 2010','Mitsubishi Heavy Industries, Japan (#902)','Hellenic Seaways','Hellenic Seaways','192,51 m','27,01 m','6,7 m','13.730 / 29.731','2 * Mitsubishi-MAN','Greece','-'
'M/F Nissos Samos','1988 ','Ishikawajima Harima Heavy Industries Co. Ltd. (I.H.I.), Japan (#2972)','Hellenic Seaways','Hellenic Seaways','192,91 m','29,4 m','6,74 m','19.796 / 30.694','2 * Pielstick','Greece','-'
'M/F Romantika','2002 ','Aker Finnyards, Finland (#433)','Tallink Ltd','Tallink','193,8 m','29,0 m','6,5 m','40.803','4 * Wärtsilä 16V32','Latvia','-'
'M/F Isefjord','2013 ','Western Marine Shipyard LTD, Bangladesh (#WMSHL 80)','Hundested-Rørvig Færgefart A/S','Hundested-Rørvig Færgefart','51,0 m','11,2 m','2,25 m','475','2 * Cumins QSK19 MCRS','Denmark','Interior - Isefjord http://www.ferry-site.dk/9615781.htm'
'M/F Nakkehage','1955 ','Skibsværft Toft ApS, Denmark ','Hundested-Rørvig Færgefart A/S','Hundested-Rørvig Færgefart','36,98 m','9,25 m','2,2 m','428','2 * Volvo Penta','Denmark','Interior - Nakkehage http://www.ferry-site.dk/8872100.htm'
'M/S Finnmarken','2002 ','Kleven Verft, Norway (#292)','Hurtigruten ASA','Hurtigruten','138,5 m','21,5 m','4,0 m','15.690','4 * Wärtsilä 9L32/6L32','Norway','-'
'M/S Fram','2007 ','Fincantieri, Italy (#6144)','Hurtigruten ASA','Hurtigruten','113,65 m','20,2 m','5,1 m','11.647','4 * MaK 6M25','Norway','-'
'M/S Kong Harald','1993 ','Volkswerft GmbH Stralsund, Germany (#101)','Hurtigruten ASA','Hurtigruten','121,8 m','19,2 m','4,7 m','11.204','2 * MaK 6M552C','Norway','-'
'M/S Lofoten','1964 ','Nylands Verksted, Norway (#547)','Hurtigruten ASA','Hurtigruten','87,41 m','13,28 m','4,62 m','2.621','Burmeister & Wain','Norway','-'
'M/S Midnatsol','2003 ','Fosen Mek. Verksteder AS, Norway (#73)','Hurtigruten ASA','Hurtigruten','135,7 m','21,5 m','4,9 m','16.151','2 * Wärtsilä 9L32','Norway','-'
'M/S Nordkapp','1996 ','Kleven Verft AS, Norway (#265)','Hurtigruten ASA','Hurtigruten','123,3 m','19,5 m','4,9 m','11.386','2 * MaK 6M552C','Norway','-'
'M/S Nordlys','1994 ','Volkswerft GmbH Stralsund, Germany (#102)','Hurtigruten ASA','Hurtigruten','121,8 m','19,2 m','4,7 m','11.204','2 * Krupp MAK 6M552C','Norway','-'
'M/S Nordnorge','1997 ','Kleven Verft AS, Norway (#266)','Hurtigruten ASA','Hurtigruten','123,3 m','19,5 m','4,7 m','11.384','2 * MaK 6M552C','Norway','-'
'M/S Polarlys','1996 ','Ulstein verft, Hatlø, Norway (#223)','Hurtigruten ASA','Hurtigruten','123,0 m','19,5 m','4,7 m','11.341','4 * Normo-Ulstein','Norway','-'
'M/S Richard With','1993 ','Volkswerft GmbH Stralsund, Germany (#103)','Hurtigruten ASA','Hurtigruten','121,8 m','19,2 m','4,7 m','11.205','2 * Krupp MaK 6M552C','Norway','-'
'M/S Spitsbergen','2009 / 2016','Estaleiros Navais de Viana do Castelo, Portugal (#258)','Jiaye International Ship Lease','Hurtigruten','96,94 m / 100,54 m','18,0 m','5,0 m / 5,30 m','7.025 / 7.344','4 * 16VDZC Anglo Belgian Company','Norway','Ordered by the "Atlânticoline" but never delivered.'
'M/S Trollfjord','2002 ','Fosen Mek. Verksteder AS, Norway (#72)','Hurtigruten ASA','Hurtigruten','135,75 m','21,5 m','4,9 m','16.140','2 * Wärtsilä 9L32','Norway','-'
'M/S Vesterålen','1983 / 1988','Harstadverftet AS, Norway (#101)','Hurtigruten ASA','Hurtigruten','108,55 m','16,52 m','4,6 m','4.072 / 6.261','2 * Normo-Bergen','Norway','-'
'M/F Mary','2006 ','Assens Skibsværft A/S, Denmark (#329)','Hvalpsund-Sundsøre Færgeoverfart I/S','Hvalpsund-Sundsøre Færgefart','42,0 m','13,0 m','2,6 m','474','2 * Scania D112-59M','Denmark','-'
'M/F Ichnusa','1986 ','Fincantieri-Cant, Italy (#4410)','Genova Trasporti Marittimi','Moby Lines','64,34 m','13,82 M','3,47 M','2.181 / 2.200','2 * GMT','Italy','-'
'HSC Boraq','2000 ','Austal ships, Australia (#87)','Inter Shipping Sarl.','Inter Shipping','72,0 m','17,5 m','2,75 m','2.926','4 * MTU 16V 595','Morocco','-'
'HSC Detroit Jet','2000 ','Austal Ships, Australia (#86)','Maroc Leasing S.A.','Inter Shipping','72,0 m','17,5 m','2,75 m','2.764','4 * MTU 16V 595','Morocco','-'
'M/F Maestro Sun','1986 ','Frederikshavn Værft A/S, Denmark (#419)','Sun Inc.','Inter Shipping','160,51 m','20,67 m','6,25 m','15.375','1 * MaK','Marshall Island','-'
'M/F Med Star','1986 / 2014','Kurushima Dockyard Co., Japan (#2473)','Inter Shipping','Inter Shipping','150,88 m','25,01 m','5,45 m','9.022 / 8.944','2 * Mitsubishi MAN 8L58/64','Morocco','-'
'M/F ???','2025 ','Hyundai Mipo Dockyard, South Korea (#8333)','KiwiRail Ltd.','Interislander','220 m','30,8 m','7 m','52.000','?','New Zealand','Delivery in 2025.'
'M/F ???','2026 ','Hyundai Mipo Dockyard, South Korea (#8334)','KiwiRail Ltd.','Interislander','220 m','30,8 m','7 m','52.000','?','New Zealand','Delivery in 2026.'
'M/F Aratere','1998 / 2011','Astillero Barreras S.A. (Hijos de J.Barreras S.A.), Spain ','Kiwirail Ltd.','Interislander','150,0 m / 183,69 m','20,25 m','5,5 m','12.596 / 17.816','4 * Wärtsilä 8L32','New Zealand','-'
'M/F Kaiarahi','1998 / 2015','Astilleros Espanoles S.A. (AESA), Spain (#287)','Kiwirail Ltd.','Interislander','179,93 m','25,24 m','6,5 m','22.152','4 * Wärtsilä 9L38','New Zealand','-'
'M/F Kaitaki','1995 ','Krimpen, Netherlands (#963)','Kiwirail Ltd.','Interislander','181,6 m','23,4 m','5,6 m','22.365','4 * Sulzer 8ZAL40S','New Zealand','-'
'M/F Valentine','1999 ','Kawasaki Heavy Industries Ltd., Japan (#1485)','Rederi Tomtbod AB','Interislander','162,49 m','25,2 m','6,5 m','23.987','2 * Kawasaki-MAN 7L40/54','Malta','-'
'M/F Blue Star 1','2000 ','Van der Giessen-de Noord, Netherlands (#976)','Blue Star Ferries Naftiliaki','Irish Ferries','176,1 m','25,7 m','6,45 m','29.415 / 29.858','4 * MAN B&W 8L58/64 + 3 * MAN B&W 6L28/32','Greece','-'
'HSC Dublin Swift','2001 / 2018','Austal Ships, Australia (#130)','Irish Continental Line Ltd.','Irish Ferries','101,4 m','26,65 m','4,3 m','8.403','4 * Caterpillar 3618','Cyprus','-'
'M/F Epsilon','2011 ','Cantiere Navale 'Visentini' S.A.S. di Visentini Francesco & C., Italy (#228)','Irish Ferries LTD','Irish Ferries','186,5 m','25,6 m','6,8 m','26.375','2 * MAN 9L48/60B','Italy','-'
'M/F Ciudad de Mahón','2000 ','Astilleros Espanoles S.A. (AESA), Spain (#289)','Trasmed GLE SL','Trasmed','179,95 m','25,0 m','6,5 m','24.046','4 * Wärtsilä 9L38','Spain','Sold to Irish Continental Group, with delivery at the end of January 2022.'
'M/F Isle of Inishmore','1997 ','Van der Giessen-De Noord, Netherlands (#968)','Irish Ferries Ltd.','Irish Ferries','182,5 m','27,8 m','5,8 m','34.031','4 * Sulzer 8ZAL40S','Cyprus','-'
'M/F Isle of Innisfree','1991 / 1999','Boelwerf Themse, Belgium (#1534)','Zatarga Ltd','Irish Ferries','163,6 m','27,7 m','6,35 m','28.833','4 * Sulzer 8ZA S40','Cyprus','-'
'M/F Ulysses','2001 ','Aker Finnyards, Finland (#429)','Irish Ferries Ltd.','Irish Ferries','209,02 m','31,2 m','6,4 m','50.938','4 * MaK 9M43','Cyprus','-'
'M/F W.B. Yeats','2018 ','Flensburger Shiffbau-Gesellschaft, Germany (#771)','Irish Ferries Ltd.','Irish Ferries','194,80 m','31,60 m','?','51.388','4 * ?','Cyprus','-'
'M/F Ben-my-Chree','1998 / 2004','Krimpen, Netherlands (#971)','Isle of Man Steam Packet Company','Isle of Man Steam Packet Company','125,2 m','23,4 m','5,6 m','12.504 / 12.747','2 * MAK 9L32','Isle of Man','-'
'HSC Manannan','1998 / 2001 / 2009','Incat Australia Pte Ltd., Hobart (#50)','Isle of Man Steam Packet Company','Isle of Man Steam Packet Company','95,47 m','26,16 m','3,7 m','5.029 / 5.743','4 * Caterpillar 3618','Isle of Man','-'
'M/F Manxman','2023 ','Hyundai Mipo Dockyard, South Korea (#8311)','Isle of Man Steam Packet Company','Isle of Man Steam Packet Company','?','?','?','14.000','4 * Wärtsilä','Isle of Man','Delivery spring 2023.'
'M/F Bartol Kasic','1989 ','Brodogradiliste Titovo, Yugoslavia (#482)','Jadrolinija','Jadrolinija','64,65 m','16,0 m','2,8 m','2.296','2 * MAN 12V20/27','Croatia','-'
'M/F Biokovo','2009 ','Brododsplit-BSO, Croatia (#514)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','3.193','4 * Caterpillar 3412 E DITA','Croatia','-'
'M/F Bol','2005 ','Perama shipyard, Greece ','Jadrolinija','Jadrolinija','95,4 m','20,0 m','2,3 m','2.330','4 * Guaskor F240T SP','Croatia','-'
'M/F Brac','2014 ','Uljanik, Pula, Croatia ','Jadrolinija','Jadrolinija','99,80 m','17,50 m','2,40 m','3.827','?','Croatia','-'
'M/F Brestova','1985 ','Fujiwara Zosensho, Omishima, Japan (#338)','Jadrolinija','Jadrolinija','58,67 m','16,8 m','3,1 m','2.315','1 * YANMAR T 260ET 1 diesel','Croatia','-'
'M/F Cres','2005 ','Brodogradilište Specijalnih Objekata Split, Split (#503)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','2.438','4 * Volvo Penta 165A','Croatia','-'
'M/F Dubrovnik','1979 ','Verolme Cork Dockyards Ltd, Cork, Ireland (#955)','Morrsion Ship Trading','Jadrolinija','122,06 m','18,82 m','4,83 m','9.795','4 * MAK 8M551AK','Croatia','-'
'M/F Faros','2009 ','?, Greece ','Jadrolinija','Jadrolinija','104,9 m','17,66 m','2,7 m','1.436','2 * Caterpillar','Croatia','-'
'M/F Hanibal Lucić','1993 ','Rigas Kugu Remontova Rupnica, Riga, Latvia ','Jadrolinija','Jadrolinija','49,92 m','12,8 m','3,1 m','1.387','3 * SKL VD 26/20 AL-2','Croatia','-'
'M/F Hrvat','2007 ','Brodogradiliste Kraljevica, Croatia (#545)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','3.193','4 * Caterpillar 3412 E DITA','Croatia','-'
'M/F Ilovik','2006 ','Panagiotakis Yard, Greece ','Jadrolinija','Jadrolinija','95,8 m','17,56 m','2,8 m','1.335','4 * Caterpillar 3412','Croatia','-'
'M/F Jadran','2010 ','Brododsplit-BSO, Croatia (#515)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','3.193','4 * Caterpillar 3412 E DITA','Croatia','-'
'M/F Juraj Dalmatinac','2007 ','Brodogradiliste Kraljevica, Croatia (#546)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','3.193','4 * Caterpillar 3412 E DITA','Croatia','-'
'M/F Kijevo','1997 ','Brodogradilište Kraljevica, Kraljevica, Croatia ','Jadrolinija','Jadrolinija','41,2 m','16,0 m','2,4 m','478','2 * Cummins KTA 19 - G4','Croatia','-'
'M/F Korcula','2007 ','Perama, Greece ','Jadrolinija','Jadrolinija','101,4 m','17,3 m','3,5 m','2.923','2 * Wärtsilä 95W280','Croatia','-'
'M/F Kornati','2014 ','Uljanik, Pula, Croatia ','Jadrolinija','Jadrolinija','99,80 m','17,50 m','2,40 m','3.827','?','Croatia','-'
'M/F Krk','2014 ','Uljanik, Pula, Croatia ','Jadrolinija','Jadrolinija','99,80 m','17,50 m','2,40 m','3.827','?','Croatia','-'
'M/F Laslovo','1997 ','Brodogradilište Specijalnih Objekata Split, Split, Croatia (#586)','Jadrolinija','Jadrolinija','41,2 m','16,0 m','2,4 m','478','2 * Cummins KTA 19 - G4','Croatia','-'
'M/F Lastovo','1970 ','Kurushima Dock Co.LTD., Imabari, Japan (#627)','Jadrolinija','Jadrolinija','72,7 m','13,67 m','3,69 m','1.114','2 * Diahatsu (1970-1993)','Croatia','-'
'M/F Lošinjanka','1969 ','Brodogradilište Kraljevica , Kraljevica, Yugoslavia (#395)','Jadrolinija','Jadrolinija','48,0 m','9,0 m','1,8 m','411','2 * Stork-Werkspoor (1969-1985)','Croatia','-'
'M/F Marjan','2005 ','Brodogradilište Kraljevica, Kraljevica (#256)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','3.193','4 * Caterpillar 3412 E DITA','Croatia','-'
'M/F Marko Polo','1973 ','Societe Nouvelle Des Ateliers et Chantier du Havre, France (#212)','Jadrolinija','Jadrolinija','128,13 m','19,62 m','5,73 m','6.801 / 10.154','4 * Stork Werkspoor 8TM410','Croatia','-'
'M/F Mate Balota','1988 ','Brodogradilište Kraljevica, Kraljevica, Yugoslavia (#481)','Jadrolinija','Jadrolinija','64,7 m','13,4 m','2,9 m','1.500','2 * MAN 6L20/27','Croatia','-'
'M/F Mljet','2014 ','Uljanik, Pula, Croatia ','Jadrolinija','Jadrolinija','99,80 m','17,50 m','2,40 m','3.827','?','Croatia','-'
'M/F Otok Pašman','2003 ','Viktor Lenac, Croatia ','Jadrolinija','Jadrolinija','42 m','15,3 m','?','427','?','Croatia','-'
'M/F Pelješčanka','1971 ','Brodogradilište Kraljevica, Kraljevica, Yugoslavia (#404)','Jadrolinija','Jadrolinija','48,0 m','9,0 m','2,2 m','426','2 * Stork Werkspoor (1971-1985)','Croatia','-'
'M/F Petar Hektorovic','1989 ','Svendborg Værft A/S, Denmark (#189)','Jadrolinija','Jadrolinija','91,8 m','18,0 m','3,8 m','6.721','2 * MaK 6M453C','Croatia','-'
'M/F Prizna','1970 ','Kalmar Varv  A.B., Kalmar, Sweden (#428)','Jadrolinija','Jadrolinija','54,0 m','11,73 m / 13,7 m','2,5 m','354','4 * Scania-Vabis DSI 1101M01SF','Croatia','-'
'M/F Sis','1974 ','Ryton Marine Ltd., Wallsend, UK (#531)','Jadrolinija','Jadrolinija','73,8 m','16,4 m','2,5 m','1.858','4 * Caterpillar D379B','Croatia','-'
'M/F Ston','1997 ','Brodogradilište Specijalnih Objekata Split, Split, Croatia (#585)','Jadrolinija','Jadrolinija','41,2 m','16,0 m','2,4 m','478','2 * Cummins KTA 19 - G4','Croatia','-'
'M/F Supetar','2004 ','Brodogradilište Specijalnih Objekata Split, Split (#599)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','2.438','4 * Caterpillar 3412 E DITA','Croatia','-'
'M/F Sv. Juraj','1980 ','Brodogradilište Kraljevica, Kraljevica, Yugoslavia (#431)','Jadrolinija','Jadrolinija','49,9 m','12,8 m','3,21 m','759','2 * Pielstick','Croatia','-'
'M/F Sveti Krsevan','2004 ','Brodogradilište Specijalnih Objekata Split, Split (#535)','Jadrolinija','Jadrolinija','87,6 m','17,5 m','2,4 m','2.438','4 * Caterpillar 3412 E DITA','Croatia','-'
'M/F Tin Ujevic','2002 ','Kanelos Brothers, Perama, Greece ','Jadrolinija','Jadrolinija','98,93 m','17,0 m','3,1 m','4.103','4 * Caterpillar 3508B','Croatia','-'
'M/F Valun','1983 ','Hayashikane SB & Eng, Japan (#915)','Jadrolinija','Jadrolinija','81,82 m','15,1 m','3,3 m','3.078','2 * Daihatsu 6DSM-28SL','Croatia','-'
'M/F Vladimir Nazor','1986 ','Brodogradilište Kraljevica, Kraljevica, Yugoslavia (#444)','Jadrolinija','Jadrolinija','87,5 m','14,51 m','3,01 m','1.686','2 * B&W 6S28LU-4','Croatia','-'
'M/F Zadar','1993 ','Astilleros Espanoles H J Barreras yard, Spain (#1543)','Jadrolinija','Jadrolinija','116,0 m','18,92 m','5,35 m','9.487','2 * MAN BAZAN 8-L 40','Croatia','-'
'M/F Šoltanka','1971 ','Brodogradilište Kraljevica, Kraljevica, Yugoslavia (#405)','Jadrolinija','Jadrolinija','48,0 m','9,0 m','2,4 m','411','2 * Stork Werkspoor (1971-1989)','Croatia','-'
'M/F Agia Theodora','1989 / 1999','Mitsubishi Heavy Industries Ltd., Japan (#930)','Kerkyra Line Cruises','Kerkyra Lines','76,5 m','15,22 m','3,9 m','1.947','2 * Daihatsu 8DLM-32','Greece','-'
'M/F Columbus','1947 / 1997','A/S Frederiksstad Mek. Verksted, Norway ','Frederikssund Kommune','Kulhuse - Sølager','27,15 m','8,82 m','2,13 m','81','2 * Volvo Penta','Denmark','-'
'M/F Girolata','1995 ','Bruce Shipyard, Sweden','Compagnie Meridionale de Navigation','La Méridionale','177,3 m','27,0 m','6,25 m','28.417','4 * MAN B&W 8L48/60','France','-'
'M/F Kalliste','1993 / 2002','Aker Finnyards, Finland (#403)','Meriodionale De Navigation','La Méridionale','165,0 m','29,25 m','7,3 m','29.575 / 30.718','4 * Wärtsilä 16V32D','France','-'
'M/F Pelagos','1997 ','Visentini Trasporti, Italy (#182)','Sigma SAS','La Méridionale','186,0 m','25,6 m','5,55 m','21.856','2 * Wärtsilä 8R46','France','-'
'M/F Piana','2011 ','Brodosplit (Split), Croatia (#468)','Compagnie Meridionale de Navigation','La Méridionale','180 m','30,5 m','7,5 m','42.180','4 * Wärtsilä 8L46f','France','-'
'M/F Langeland','2012 ','J.J. Sietas KG Schiffswerft GmbH & Co, Germany (#1296)','Molslinjen A/S','Langelandslinjen','99,91 m','18,19 m','3,25 m','4.500','5 * Caterpillar C32','Denmark','-'
'M/F Lolland','2012 ','J.J. Sietas KG Schiffswerft GmbH & Co., Germany (#1295)','Samsø Linien A/S','Langelandslinjen','99,90 m','18,17 m','3,25 m','4.500','5 * Caterpillar C32','Denmark','Interior - Lolland http://www.ferry-site.dk/9594690.htm'
'M/F Carloforte','1973 ','B.V. Schps. & Ghbw. v/h Jonker & Stans, Netherlands (#328)','Snap-Societa Navigazione Arcipelago Ponziano','Laziomar','47,33 m','11,69 m','3,0 m','1.246','2 * Blackstone','Italy','-'
'HSC Don Francesco','2000 ','Fjellstrand, Norway (#1656)','Marinvest Srl','Laziomar','60,0 m','16,5 m','2,7 m','2.369','2 * Caterpillar 3618','Italy','-'
'M/F Maria Maddalena','1955 ','H.P. Christensens Staalskibsværft A/S, Denmark (#61)','Snap-Societa Navigazione Arcipelago Ponziano','Laziomar','35,2 m / 38,91 m','8,85 m','2,44 m','298','2 * B&W Alpha','Italy','-'
'M/F Tetide','1989 ','Cant. Nav. de Poli S.p.A., Italy (#128)','Laziomar S.p.A.','Laziomar','71,15 m','14,02 m','3,6 m','1.571 / 1.660','2 * GMT','Italy','-'
'M/F Andreas Kalvos','1985 / 2002','Naikai Shipbuilding. & Engineering, Co. Ltd., Japan ','A.N.M.E.Z.','Levante Ferries','98,54 m','16,2 m','4,35 m','1.734','2 * Daihatsu 8DLM-32','Greece','-'
'M/F Fior Di Levante','1998 / 2014','Daewoo Shipbuilding & Marine Engineering, South Korea (#H-7502)','Levante Ferries Maritime Co','Levante Ferries','114,52 m / 118,8 m','20,0 m','4,75 m','9.024 / 9.258','2 * MAN B&W','Greece','-'
'M/F Kefalonia','1975 / 1995','Naikai Zosen, Japan (#396)','Levante Ferries Maritime Co.','Levante Ferries','120,78 m','17,2 m','5,46 m','3.473','2 * Pielstick 14PC2-2V','Greece','-'
'M/F Mare di Levante','1984 / 2003','Shin Kurushima Dockyard Co. Ltd., Japan ','Levante Ferries Maritime Co.','Levante Ferries','115,61 m / 120,20 m','21,02 m','4,51 m','4.225 / 4.059','2 * MaK 6MU552','Greece','-'
'M/F Smyrna','1977 / 1993','Bergens Mekaniske Verksted A/S, Norway (#779)','Levante Ferries Maritime Co','Levante Ferries','158,35 m / 160,07 m','21,6 m','6,55 m','13.788 / 14.216','2 * MAN 8L46/54 + 2 * MAN 6L46/54','Greece','-'
'HSC Bajamar Express','2020 ','Austal ships, Australia (#394)','Fred Olsen SA','Lineas Fred. Olsen','118,0 m','28,48 m','4,2 m','8.044','4 * MTU 8000 M71L','Spain','-'
'HSC Bañaderos Express','2021 ','Austal ships, Philippines (#395)','Fred Olsen SA','Lineas Fred. Olsen','118,0 m','28,48 m','4,2 m','8.044','4 * MTU 8000 M71L','Spain','-'
'HSC Benchijigua Express','2005 ','Austal Ships, Australia (#260)','Fred Olsen SA.','Lineas Fred. Olsen','126,65 m','30,40 m','4,0 m','8.973','4 * MTU 20V 8000','Spain','-'
'HSC Bencomo Express','1999 ','Incat Australia Pte Ltd., Hobart (#53)','Fred Olsen SA.','Lineas Fred. Olsen','95,47 m','26,16 m','3,2 m','6.344','4 * Caterpillar 3618','Spain','-'
'HSC Bentago Express','2000 ','Incat Australia Pte Ltd., Hobart (#55)','Fred Olsen SA.','Lineas Fred. Olsen','95,47 m','26,16 m','3,2 m','6.348','4 * Caterpillar 3618','Spain','-'
'HSC Betancuria Express','2011 / 2018','Austal ships, Australia (#246)','Ferry Gomera S.L.U.','Lineas Fred. Olsen','112,6 m / 115 m','26,2 m','8,5 m','10.371','4 * MAN 20V28/33D','Spain','Interior - Leonora Christina http://www.ferry-site.dk/9557848.htm'
'HSC Bocayna Express','2003 ','Austal Ships, Australia (#196)','Fred Olsen SA.','Lineas Fred. Olsen','66,2 m','18,2 m','2,5 m','2.527','2 * MAN B&W 12VP185 + 2 * MAN B&W 18VP185','Spain','-'
'M/F Askø','1993 ','Søby Motorfabrik & Staalskibsværft, Denmark (#73)','Lolland Kommune','Lolland Færgefart','33,5 m','10,42 m','2,2 m','202','2 * Volvo Penta D12D-B','Denmark','-'
'M/F Christine','2002 ','Søby Motorfabrik & Staalskibsværft, Denmark (#92)','Lolland Kommune','Lolland Færgefart','42,0 m','13,0 m','2,5 m','491','2 * Scania DSI1474M (2002-2020)','Denmark','-'
'M/F Femøsund','1996 ','Assens Skibsværft A/S, Denmark (#322)','Lolland Kommune','Lolland Færgefart','35,78 m','10,7 m','2,2 m','337','2 * Baudoin 6M26SR (1996-2020)','Denmark','-'
'M/F Smålandshavet','1987 ','Søby Motorfabrik & Stålskibsværft A/S, Denmark (#70)','Lolland Kommune','Lolland Færgefart','28,15 m','8,74 m','2,2 m','235','2 * Scania DSI 14','Denmark','-'
'M/F Pace','1974 ','Fincantieri-Cantieri Navali Italiani S.p.A., Italy (#296)','Maddalena Lines Srl.','Maddalena Lines','76,92 m','16,79 m','3,5 m','1.310','2 * GMT A2312SS','Italy','-'
'M/F ???','2024 ','CMI Jinling Weihai Shipyard, China ','Stena RoRo Ab','Marine Atlantic','202,9 m','27,8 m','6,45 m','38.000','2 * Caterpillar','Canada','Delivery in 2024.'
'M/F Atlantic Vision','2002 / 2004 / 2008','Howaldtswerke-Deutsche Weft AG, Kiel, Germany (#359)','Baltic SF IX Ltd','Marine Atlantic','203,3 m','25,0 m','6,58 m','30.285','4 * Wärtsilä NSD ZA V40S','Canada','-'
'M/F Blue Puttees','2006 / 2010','Baltijsky Zavod Shipyard, Russia','Marine Atlantic Inc.','Marine Atlantic','212,0 m / 199,5 m','26,7 m','6,3 m','26.002 / 28.460','2 * MAN 9L48/60B','Canada','-'
'M/F Highlanders','2007 / 2011','Baltijsky Zavod Shipyard, Russia','Marine Atlantic Inc.','Marine Atlantic','212,0 m / 199,5 m','26,7 m','6,3 m','25.900 / 28.460','2 * MAN 9L48/60B','Canada','-'
'M/F Leif Ericson','1991 ','Fossen, Norway (#44)','Marine Atlantic Inc.','Marine Atlantic','157,28 m','24,0 m','5,51 m','18.523','2 * Sulzer Wärtsilä 8ZA40S','Canada','-'
'M/F Agata','1973 ','Cantieri Nav. del Tirreno e Riuniti, Italy (#295R)','MedMar Navi Spa.','Medmar','77,73 m','16,54 m','3,51 m','1.311','2 * GMT A2312SS','Italy','-'
'M/F Benito Buono','1968 / 1988','Fr. Lürssen Werft, Bremen, Germany (#13391)','Medmar Navi S.p.A.','Medmar','74,57 m','16,84 m','3,82 m','3.693 / 2.304','2 * Atlas-MAK 8M452AK','Italy','-'
'M/F Maria Buono','1990 / 2003','Mitsubishi Heavy Industries, Japan (#931)','Medmar Navi S.p.A.','Medmar','84,06 m','15,22 m','3,91 m','1.942 / 2.543','2 * Daihatsu 8DLM-32','Italy','-'
'M/F Medmar Giulia','1971 / 1982 / 2018','Jos L. Meyer, Papenburg, Germany (#564)','Medmar Navi Spa','Medmar','86,31 m','16,31 m','4,19 m','2.967 / 4.833','4 * Ruston-Paxman 6 ARM','Italy','-'
'M/F Quirino','1979 ','Cant. Nav. "Luigi Orlando", Italy (#148)','Medmar Navi Spa','Medmar','69,98 m','14,03 m','3,61 m','1.387 / 1.476','2 * GMT','Italy','-'
'M/F Rosa d'Abundo','1981 ','Nuovi Cantieri Liguri, Italy ','Linee Lauro','Medmar','70,31 m','12,53 m','4,3 m','1.957','2 * Deutz RSBA16M528','Italy','-'
'M/F Tourist Ferry Boat Secondo','1969 ','? ','GML Trasporto Maritimi Srl.','Medmar','82,71 m','12,47 m','2,65 m','496 / 586','?','Italy','-'
